"pmcid","figure","word","symbol","source","hgnc_symbol","entrez","transforms_applied"
"PMC5792449","PMC5792449__gr7.jpg","Ca2]","(mM)constant","CA-II","hgnc_alias_symbol","CA2","760"
"PMC5792449","PMC5792449__gr7.jpg","CaSR","CASR","hgnc_symbol","CASR","846","-n stop"
"PMC5792449","PMC5792449__gr7.jpg","HEK2","Hek2","hgnc_alias_symbol","EPHB3","2049","-n stop"
"PMC5792449","PMC5792449__gr7.jpg","MAPK","MAPK","bioentities_symbol","MAPK14","1432","-n stop"
"PMC5792449","PMC5792449__gr7.jpg","MAPK","MAPK","bioentities_symbol","MAPK1","5594","-n stop"
"PMC5792449","PMC5792449__gr7.jpg","MAPK","MAPK","bioentities_symbol","MAPK3","5595","-n stop"
"PMC5792449","PMC5792449__gr7.jpg","MAPK","MAPK","bioentities_symbol","MAPK8","5599","-n stop"
"PMC5792449","PMC5792449__gr7.jpg","MAPK","MAPK","bioentities_symbol","MAPK11","5600","-n stop"
"PMC5792449","PMC5792449__gr7.jpg","MAPK","MAPK","bioentities_symbol","MAPK9","5601","-n stop"
"PMC5792449","PMC5792449__gr7.jpg","MAPK","MAPK","bioentities_symbol","MAPK10","5602","-n stop"
"PMC5792449","PMC5792449__gr7.jpg","MAPK","MAPK","bioentities_symbol","MAPK13","5603","-n stop"
"PMC5792449","PMC5792449__gr7.jpg","MAPK","MAPK","bioentities_symbol","MAPK12","6300","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Apaf-1","APAF-1","hgnc_alias_symbol","APAF1","317","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Bcl-XL","bcl-xL","hgnc_alias_symbol","BCL2L1","598","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP12","100506742","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP14","23581","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP1","834","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP2","835","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP3","836","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP4","837","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP5","838","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP6","839","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP7","840","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP8","841","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP9","842","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","Caspase","Caspase","bioentities_symbol","CASP10","843","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","MEK1/2","MEK1","hgnc_alias_symbol","MAP2K1","5604","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","MEK1/2","MEK2","hgnc_alias_symbol","MAP2K2","5605","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","PI3K/Akt","AKT","bioentities_symbol","AKT3","10000","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","PI3K/Akt","AKT","bioentities_symbol","AKT1","207","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","PI3K/Akt","AKT","bioentities_symbol","AKT2","208","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","PI3K/Akt","PI3K","bioentities_symbol","PIK3R6","146850","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","PI3K/Akt","PI3K","bioentities_symbol","PIK3R5","23533","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","PI3K/Akt","PI3K","bioentities_symbol","PIK3R4","30849","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","PI3K/Akt","PI3K","bioentities_symbol","PIK3CA","5290","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","PI3K/Akt","PI3K","bioentities_symbol","PIK3CB","5291","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","PI3K/Akt","PI3K","bioentities_symbol","PIK3CD","5293","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","PI3K/Akt","PI3K","bioentities_symbol","PIK3CG","5294","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g003.jpg","PI3K/Akt","PI3K","bioentities_symbol","PIK3R3","8503","-n stop -n nfkc -n deburr -m expand"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","ADP","ADP","hgnc_alias_symbol","WDTC1","23038","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","(HO-1","SOD","GPs","NQO1)","HO-1","hgnc_alias_symbol"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","(IL-6","IL-8","COX-2","iNOS)","IL6","hgnc_symbol"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","(IL-6","IL-8","COX-2","iNOS)","IL-8","hgnc_alias_symbol"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPK","MAPK","bioentities_symbol","MAPK14","1432","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPK","MAPK","bioentities_symbol","MAPK1","5594","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPK","MAPK","bioentities_symbol","MAPK3","5595","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPK","MAPK","bioentities_symbol","MAPK8","5599","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPK","MAPK","bioentities_symbol","MAPK11","5600","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPK","MAPK","bioentities_symbol","MAPK9","5601","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPK","MAPK","bioentities_symbol","MAPK10","5602","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPK","MAPK","bioentities_symbol","MAPK13","5603","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPK","MAPK","bioentities_symbol","MAPK12","6300","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPKK","MAPKK","bioentities_symbol","MAP2K3","5606","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPKK","MAPKK","bioentities_symbol","MAP2K5","5607","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPKK","MAPKK","bioentities_symbol","MAP2K6","5608","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPKK","MAPKK","bioentities_symbol","MAP2K7","5609","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","MAPKK","MAPKK","bioentities_symbol","MAP2K4","6416","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","NF-KB","NF-kappaB","hgnc_alias_symbol","NFKB1","4790","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","NQO1)","NQO1","hgnc_symbol","NQO1","1728","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","RAS","RAS","bioentities_symbol","HRAS","3265","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","RAS","RAS","bioentities_symbol","KRAS","3845","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","RAS","RAS","bioentities_symbol","NRAS","4893","-n stop"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","rays","Ray","hgnc_alias_symbol","SH3YL1","26751","-n stop -n nfkc -n deburr -m expand -m root"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","SOD","","SOD","bioentities_symbol","SOD1","6647"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","SOD","","SOD","bioentities_symbol","SOD2","6648"
"PMC5793074","PMC5793074__marinedrugs-16-00026-g005.jpg","SOD","","SOD","bioentities_symbol","SOD3","6649"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP12","100506742","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP14","23581","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP1","834","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP2","835","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP3","836","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP4","837","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP5","838","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP6","839","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP7","840","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP8","841","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP9","842","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Caspase","Caspase","bioentities_symbol","CASP10","843","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","mGluR","MGLUR","bioentities_symbol","GRM1","2911","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","mGluR","MGLUR","bioentities_symbol","GRM2","2912","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","mGluR","MGLUR","bioentities_symbol","GRM3","2913","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","mGluR","MGLUR","bioentities_symbol","GRM4","2914","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","mGluR","MGLUR","bioentities_symbol","GRM5","2915","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","mGluR","MGLUR","bioentities_symbol","GRM6","2916","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","mGluR","MGLUR","bioentities_symbol","GRM7","2917","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","mGluR","MGLUR","bioentities_symbol","GRM8","2918","-n stop"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","PLC→ふ","PLC","bioentities_symbol","PLCD3","113026","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","PLC→ふ","PLC","bioentities_symbol","PLCB1","23236","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","PLC→ふ","PLC","bioentities_symbol","PLCE1","51196","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","PLC→ふ","PLC","bioentities_symbol","PLCB2","5330","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","PLC→ふ","PLC","bioentities_symbol","PLCB3","5331","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","PLC→ふ","PLC","bioentities_symbol","PLCB4","5332","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","PLC→ふ","PLC","bioentities_symbol","PLCD1","5333","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","PLC→ふ","PLC","bioentities_symbol","PLCG1","5335","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","PLC→ふ","PLC","bioentities_symbol","PLCG2","5336","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","PLC→ふ","PLC","bioentities_symbol","PLCD4","84812","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","PLC→ふ","PLC","bioentities_symbol","PLCZ1","89869","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793093","PMC5793093__toxins-10-00006-g002.jpg","Src","SRC","hgnc_symbol","SRC","6714","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","AKT","AKT","bioentities_symbol","AKT3","10000","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","AKT","AKT","bioentities_symbol","AKT1","207","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","AKT","AKT","bioentities_symbol","AKT2","208","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","APC","APC","hgnc_symbol","APC","324","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Axin","AXIN","bioentities_symbol","AXIN1","8312","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Axin","AXIN","bioentities_symbol","AXIN2","8313","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","B-catenin","beta-catenin","hgnc_alias_symbol","CTNNB1","1499","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","BRAF","BRAF","hgnc_symbol","BRAF","673","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","CASP9","","CASP9","hgnc_symbol","CASP9","842"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","CASP9","BCL2L1)","BCL2L1","hgnc_symbol","BCL2L1","598"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","CD44)","CD44","hgnc_symbol","CD44","960","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","CRAF","c-Raf","hgnc_alias_symbol","RAF1","5894","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","ERK","ERK","bioentities_symbol","MAPK1","5594","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","ERK","ERK","bioentities_symbol","MAPK3","5595","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","GSK3","GSK3","bioentities_symbol","GSK3A","2931","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","GSK3","GSK3","bioentities_symbol","GSK3B","2932","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","KRAS","KRAS","hgnc_symbol","KRAS","3845","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","MEK","MEK","bioentities_symbol","MAP2K1","5604","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","MEK","MEK","bioentities_symbol","MAP2K2","5605","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","MTOR","MTOR","hgnc_symbol","MTOR","2475","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","PKM)","PKM","hgnc_symbol","PKM","5315","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","(PTBP1","","PTBP1","hgnc_symbol","PTBP1","5725"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","(RAC1","PKM)","RAC1","hgnc_symbol","RAC1","5879"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","(RON","CD44)","RON","hgnc_prev_symbol","MST1R","4486"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","(SAM68","","Sam68","hgnc_alias_symbol","KHDRBS1","10657"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","SFbindingactivity(SAM68","hnRNPL)","HNRNPL","hgnc_symbol","HNRNPL","3191"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg",".SFexpression(PTBP1","SRSF3","ESRP)","SRSF3","hgnc_symbol","SRSF3"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","(SRSF1","","SRSF1","hgnc_symbol","SRSF1","6426"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","(SRSF2)","SRSF2","hgnc_symbol","SRSF2","6427","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","SRSF7","","SRSF7","hgnc_symbol","SRSF7","6432"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","UNK","UNK","hgnc_symbol","UNK","85451","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","(VEGF)","VEGF","bioentities_symbol","VEGFD","2277","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","(VEGF)","VEGF","bioentities_symbol","PGF","5228","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","(VEGF)","VEGF","bioentities_symbol","VEGFA","7422","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","(VEGF)","VEGF","bioentities_symbol","VEGFB","7423","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","(VEGF)","VEGF","bioentities_symbol","VEGFC","7424","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT16","51384","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT4","54361","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT1","7471","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT2","7472","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT3","7473","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT5A","7474","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT6","7475","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT7A","7476","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT7B","7477","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT8A","7478","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT8B","7479","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT10B","7480","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT11","7481","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT2B","7482","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT9A","7483","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT9B","7484","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT10A","80326","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT5B","81029","-n stop"
"PMC5793162","PMC5793162__genes-09-00009-g001.jpg","Wnt","WNT","bioentities_symbol","WNT3A","89780","-n stop"
"PMC5794417","PMC5794417__207fig8.jpg","AKT","AKT","bioentities_symbol","AKT3","10000","-n stop"
"PMC5794417","PMC5794417__207fig8.jpg","AKT","AKT","bioentities_symbol","AKT1","207","-n stop"
"PMC5794417","PMC5794417__207fig8.jpg","AKT","AKT","bioentities_symbol","AKT2","208","-n stop"
"PMC5794417","PMC5794417__207fig8.jpg","AMP","AMP","hgnc_alias_symbol","MFAP1","4236","-n stop"
"PMC5794417","PMC5794417__207fig8.jpg","ApoB","APOB","hgnc_symbol","APOB","338","-n stop"
"PMC5794417","PMC5794417__207fig8.jpg","ATG14","ATG14","hgnc_symbol","ATG14","22863","-n stop"
"PMC5794417","PMC5794417__207fig8.jpg","ATG5","ATG5","hgnc_symbol","ATG5","9474","-n stop"
"PMC5794417","PMC5794417__207fig8.jpg","LC3","LC3","hgnc_alias_symbol","MAP1LC3A","84557","-n stop"
"PMC5794417","PMC5794417__207fig8.jpg","mTOR","MTOR","hgnc_symbol","MTOR","2475","-n stop"
"PMC5794417","PMC5794417__207fig8.jpg","PCSK9?","PCSK9","hgnc_symbol","PCSK9","255738","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5794417","PMC5794417__207fig8.jpg","SMC","SMC","hgnc_alias_symbol","DYM","54808","-n stop"
"PMC5794417","PMC5794417__207fig8.jpg","ULK1","ULK1","hgnc_symbol","ULK1","8408","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","C3a","C3a","hgnc_alias_symbol","C3","718","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","C3aR","C3AR","hgnc_alias_symbol","C3AR1","719","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","C3b","C3b","hgnc_alias_symbol","C3","718","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","CD28","CD28","hgnc_symbol","CD28","940","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","CD46","CD46","hgnc_symbol","CD46","4179","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","CTSL","CTSL","hgnc_symbol","CTSL","1514","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","FOXP3","","FOXP3","hgnc_symbol","FOXP3","50943"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","GLUT1","GLUT1","hgnc_prev_symbol","SLC2A1","6513","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","IL-1β","IL1","bioentities_symbol","IL1A","3552","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","IL-1β","IL1","bioentities_symbol","IL1B","3553","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","LAT","LAT","hgnc_symbol","LAT","27040","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","mTOR","MTOR","hgnc_symbol","MTOR","2475","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","NLRP3","NLRP3","hgnc_symbol","NLRP3","114548","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","Notch","Notch","bioentities_symbol","NOTCH1","4851","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","Notch","Notch","bioentities_symbol","NOTCH2","4853","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","Notch","Notch","bioentities_symbol","NOTCH3","4854","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","Notch","Notch","bioentities_symbol","NOTCH4","4855","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","TCR","TCR","bioentities_symbol","TRA","6955","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","TCR","TCR","bioentities_symbol","TRB","6957","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","TCR","TCR","bioentities_symbol","TRD","6964","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","TCR","TCR","bioentities_symbol","TRG","6965","-n stop"
"PMC5794818","PMC5794818__281_2017_644_Fig2_HTML.jpg","Th1","TH1","hgnc_alias_symbol","NELFCD","51497","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","IFNAR1","IFNAR1","hgnc_symbol","IFNAR1","3454","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","IFNaR2","IFNAR2","hgnc_symbol","IFNAR2","3455","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","IL10RB","IL10RB","hgnc_symbol","IL10RB","3588","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","IRF9","IRF9","hgnc_symbol","IRF9","10379","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","Jak","JAK","bioentities_symbol","JAK1","3716","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","Jak","JAK","bioentities_symbol","JAK2","3717","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","Jak","JAK","bioentities_symbol","JAK3","3718","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","Jak","JAK","bioentities_symbol","TYK2","7297","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","Jak1","JAK1","hgnc_symbol","JAK1","3716","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","MAPK","MAPK","bioentities_symbol","MAPK14","1432","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","MAPK","MAPK","bioentities_symbol","MAPK1","5594","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","MAPK","MAPK","bioentities_symbol","MAPK3","5595","-n stop"
"PMC5795459","PMC5795459__viruses-10-00046-g001.jpg","MAPK","MAPK","bioentities_symbol","MAPK8","5599","-n stop"
